case_id,prompt_condition,replicate,n_judges,clarity_judge_std,clarity_exact_agreement,completeness_judge_std,completeness_exact_agreement,concision_judge_std,concision_exact_agreement,semantic_plausibility_judge_std,semantic_plausibility_exact_agreement,audit_usefulness_judge_std,audit_usefulness_exact_agreement,actionability_judge_std,actionability_exact_agreement,overall_quality_judge_std,overall_quality_exact_agreement
exp4_003259ff27515980,hidden_label_primary,1,2,1.0,0,1.0,0,0.0,1,0.0,1,1.5,0,0.5,0,1.0,0
exp4_003259ff27515980,label_visible_bias_probe,1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
exp4_003259ff27515980,rubric_alt_sensitivity,1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
exp4_03f9ac9f3ab42b8b,hidden_label_primary,1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
exp4_03f9ac9f3ab42b8b,label_visible_bias_probe,1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
exp4_03f9ac9f3ab42b8b,rubric_alt_sensitivity,1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
exp4_052659e044864140,hidden_label_primary,1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
exp4_052659e044864140,label_visible_bias_probe,1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
exp4_052659e044864140,rubric_alt_sensitivity,1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
exp4_05cbef61c778f3fb,hidden_label_primary,1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
exp4_05cbef61c778f3fb,label_visible_bias_probe,1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
exp4_05cbef61c778f3fb,rubric_alt_sensitivity,1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
exp4_06e7340405176025,hidden_label_primary,1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
exp4_06e7340405176025,label_visible_bias_probe,1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
exp4_06e7340405176025,rubric_alt_sensitivity,1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
